6311 300 300
227 196 2 0
228 196 2 0
229 196 2 0
212 171 2 0
230 196 2 0
213 171 2 0
231 196 2 0
214 171 2 0
215 171 2 0
216 171 2 0
183 121 3 1
217 171 2 0
184 121 3 1
218 171 2 0
185 121 3 1
219 171 2 0
186 121 3 1
220 171 2 0
187 121 3 1
221 171 2 0
188 121 3 1
189 121 3 1
174 96 3 1
175 96 3 1
176 96 3 1
210 146 2 0
177 96 3 1
211 146 2 0
161 71 3 1
178 96 3 1
212 146 2 0
162 71 3 1
179 96 3 1
213 146 2 0
163 71 3 1
180 96 3 1
214 146 2 0
164 71 3 1
215 146 2 0
165 71 3 1
216 146 2 0
166 71 3 1
167 71 3 1
209 121 2 0
210 121 2 0
211 121 2 0
212 121 2 0
213 121 2 0
214 121 2 0
215 121 2 0
200 96 2 0
201 96 2 0
202 96 2 0
203 96 2 0
204 96 2 0
205 96 2 0
206 96 2 0
190 71 2 0
191 71 2 0
192 71 2 0
193 71 2 0
194 71 2 0
195 71 2 0
196 71 2 0
15 247 7 0
197 71 2 0
16 247 7 0
17 247 7 0
18 247 7 0
19 247 7 0
20 247 7 0
21 247 7 0
51 272 7 0
52 272 7 0
53 272 7 0
54 272 7 0
55 272 7 0
56 272 7 0
57 272 7 0
58 272 7 0
59 272 7 0
60 272 7 0
61 272 7 0
62 272 7 0
63 272 7 0
64 272 7 0
47 247 6 1
65 272 7 0
48 247 6 1
66 272 7 0
49 247 6 1
67 272 7 0
50 247 6 1
68 272 7 0
51 247 6 1
69 272 7 0
52 247 6 1
70 272 7 0
53 247 6 1
71 272 7 0
54 247 6 1
72 272 7 0
55 247 6 1
73 272 7 0
56 247 6 1
74 272 7 0
57 247 6 1
75 272 7 0
58 247 6 1
76 272 7 0
59 247 6 1
77 272 7 0
60 247 6 1
78 272 7 0
61 247 6 1
79 272 7 0
62 247 6 1
80 272 7 0
63 247 6 1
12 172 5 0
81 272 7 0
64 247 6 1
13 172 5 0
82 272 7 0
65 247 6 1
14 172 5 0
83 272 7 0
66 247 6 1
15 172 5 0
84 272 7 0
67 247 6 1
16 172 5 0
85 272 7 0
68 247 6 1
17 172 5 0
86 272 7 0
69 247 6 1
18 172 5 0
87 272 7 0
70 247 6 1
19 172 5 0
88 272 7 0
71 247 6 1
89 272 7 0
72 247 6 1
90 272 7 0
73 247 6 1
91 272 7 0
74 247 6 1
92 272 7 0
75 247 6 1
93 272 7 0
76 247 6 1
94 272 7 0
77 247 6 1
95 272 7 0
78 247 6 1
96 272 7 0
79 247 6 1
97 272 7 0
80 247 6 1
98 272 7 0
81 247 6 1
99 272 7 0
82 247 6 1
100 272 7 0
83 247 6 1
101 272 7 0
102 272 7 0
103 272 7 0
104 272 7 0
105 272 7 0
22 147 5 0
23 147 5 0
24 147 5 0
25 147 5 0
26 147 5 0
27 147 5 0
28 147 5 0
29 147 5 0
54 172 4 1
55 172 4 1
56 172 4 1
57 172 4 1
58 172 4 1
35 122 5 0
36 122 5 0
37 122 5 0
38 122 5 0
39 122 5 0
40 122 5 0
41 122 5 0
42 122 5 0
43 122 5 0
65 147 4 1
66 147 4 1
67 147 4 1
68 147 4 1
154 272 7 0
69 147 4 1
155 272 7 0
70 147 4 1
156 272 7 0
71 147 4 1
157 272 7 0
72 147 4 1
158 272 7 0
73 147 4 1
159 272 7 0
160 272 7 0
161 272 7 0
162 272 7 0
163 272 7 0
164 272 7 0
165 272 7 0
166 272 7 0
167 272 7 0
168 272 7 0
164 247 6 1
62 97 5 0
165 247 6 1
63 97 5 0
166 247 6 1
64 97 5 0
167 247 6 1
65 97 5 0
168 247 6 1
83 122 4 1
66 97 5 0
169 247 6 1
84 122 4 1
67 97 5 0
170 247 6 1
85 122 4 1
68 97 5 0
171 247 6 1
86 122 4 1
69 97 5 0
87 122 4 1
70 97 5 0
88 122 4 1
71 97 5 0
89 122 4 1
72 97 5 0
90 122 4 1
73 97 5 0
74 97 5 0
189 247 7 0
190 247 7 0
191 247 7 0
192 247 7 0
193 247 7 0
194 247 7 0
195 247 7 0
196 247 7 0
194 197 3 1
195 197 3 1
196 197 3 1
197 197 3 1
198 197 3 1
199 197 3 1
200 197 3 1
186 172 3 1
187 172 3 1
188 172 3 1
189 172 3 1
190 172 3 1
191 172 3 1
192 172 3 1
193 172 3 1
230 222 2 0
231 222 2 0
232 222 2 0
233 222 2 0
234 222 2 0
235 222 2 0
236 222 2 0
187 147 3 1
188 147 3 1
189 147 3 1
190 147 3 1
191 147 3 1
225 197 2 0
192 147 3 1
226 197 2 0
193 147 3 1
227 197 2 0
228 197 2 0
229 197 2 0
230 197 2 0
213 172 2 0
231 197 2 0
214 172 2 0
215 172 2 0
216 172 2 0
183 122 3 1
217 172 2 0
184 122 3 1
218 172 2 0
185 122 3 1
219 172 2 0
186 122 3 1
220 172 2 0
187 122 3 1
221 172 2 0
188 122 3 1
189 122 3 1
190 122 3 1
174 97 3 1
175 97 3 1
176 97 3 1
210 147 2 0
177 97 3 1
211 147 2 0
161 72 3 1
178 97 3 1
212 147 2 0
162 72 3 1
179 97 3 1
213 147 2 0
163 72 3 1
180 97 3 1
214 147 2 0
164 72 3 1
215 147 2 0
165 72 3 1
216 147 2 0
166 72 3 1
167 72 3 1
168 72 3 1
209 122 2 0
210 122 2 0
211 122 2 0
212 122 2 0
213 122 2 0
214 122 2 0
215 122 2 0
200 97 2 0
201 97 2 0
202 97 2 0
203 97 2 0
204 97 2 0
205 97 2 0
206 97 2 0
207 97 2 0
191 72 2 0
192 72 2 0
193 72 2 0
194 72 2 0
195 72 2 0
196 72 2 0
197 72 2 0
16 248 7 0
17 248 7 0
18 248 7 0
19 248 7 0
20 248 7 0
21 248 7 0
22 248 7 0
53 273 7 0
54 273 7 0
55 273 7 0
56 273 7 0
57 273 7 0
58 273 7 0
59 273 7 0
60 273 7 0
61 273 7 0
62 273 7 0
63 273 7 0
64 273 7 0
65 273 7 0
66 273 7 0
67 273 7 0
68 273 7 0
69 273 7 0
70 273 7 0
71 273 7 0
72 273 7 0
73 273 7 0
74 273 7 0
57 248 6 1
75 273 7 0
58 248 6 1
76 273 7 0
59 248 6 1
77 273 7 0
60 248 6 1
78 273 7 0
61 248 6 1
79 273 7 0
62 248 6 1
11 173 5 0
80 273 7 0
63 248 6 1
12 173 5 0
81 273 7 0
64 248 6 1
13 173 5 0
82 273 7 0
65 248 6 1
14 173 5 0
83 273 7 0
66 248 6 1
15 173 5 0
84 273 7 0
67 248 6 1
16 173 5 0
85 273 7 0
68 248 6 1
17 173 5 0
86 273 7 0
69 248 6 1
18 173 5 0
87 273 7 0
70 248 6 1
88 273 7 0
71 248 6 1
89 273 7 0
72 248 6 1
90 273 7 0
73 248 6 1
91 273 7 0
74 248 6 1
92 273 7 0
75 248 6 1
93 273 7 0
76 248 6 1
94 273 7 0
77 248 6 1
95 273 7 0
78 248 6 1
96 273 7 0
79 248 6 1
97 273 7 0
80 248 6 1
98 273 7 0
81 248 6 1
99 273 7 0
82 248 6 1
100 273 7 0
83 248 6 1
101 273 7 0
84 248 6 1
102 273 7 0
85 248 6 1
103 273 7 0
104 273 7 0
105 273 7 0
106 273 7 0
21 148 5 0
107 273 7 0
22 148 5 0
108 273 7 0
23 148 5 0
24 148 5 0
25 148 5 0
26 148 5 0
27 148 5 0
28 148 5 0
29 148 5 0
54 173 4 1
55 173 4 1
56 173 4 1
57 173 4 1
58 173 4 1
34 123 5 0
35 123 5 0
36 123 5 0
37 123 5 0
38 123 5 0
39 123 5 0
40 123 5 0
41 123 5 0
42 123 5 0
64 148 4 1
65 148 4 1
66 148 4 1
152 273 7 0
67 148 4 1
153 273 7 0
68 148 4 1
154 273 7 0
69 148 4 1
155 273 7 0
70 148 4 1
156 273 7 0
71 148 4 1
157 273 7 0
72 148 4 1
158 273 7 0
159 273 7 0
160 273 7 0
161 273 7 0
162 273 7 0
163 273 7 0
164 273 7 0
165 273 7 0
166 273 7 0
167 273 7 0
162 248 6 1
60 98 5 0
163 248 6 1
61 98 5 0
164 248 6 1
62 98 5 0
165 248 6 1
63 98 5 0
166 248 6 1
64 98 5 0
167 248 6 1
65 98 5 0
168 248 6 1
83 123 4 1
66 98 5 0
169 248 6 1
84 123 4 1
67 98 5 0
170 248 6 1
85 123 4 1
68 98 5 0
171 248 6 1
86 123 4 1
69 98 5 0
87 123 4 1
70 98 5 0
88 123 4 1
71 98 5 0
89 123 4 1
72 98 5 0
90 123 4 1
73 98 5 0
187 248 7 0
188 248 7 0
189 248 7 0
190 248 7 0
191 248 7 0
192 248 7 0
193 248 7 0
194 248 7 0
195 248 7 0
194 198 3 1
195 198 3 1
196 198 3 1
197 198 3 1
198 198 3 1
199 198 3 1
200 198 3 1
187 173 3 1
188 173 3 1
189 173 3 1
190 173 3 1
191 173 3 1
192 173 3 1
193 173 3 1
194 173 3 1
230 223 2 0
231 223 2 0
232 223 2 0
233 223 2 0
234 223 2 0
235 223 2 0
187 148 3 1
188 148 3 1
189 148 3 1
190 148 3 1
191 148 3 1
225 198 2 0
192 148 3 1
226 198 2 0
193 148 3 1
227 198 2 0
228 198 2 0
229 198 2 0
230 198 2 0
213 173 2 0
231 198 2 0
214 173 2 0
215 173 2 0
216 173 2 0
217 173 2 0
184 123 3 1
218 173 2 0
185 123 3 1
219 173 2 0
186 123 3 1
220 173 2 0
187 123 3 1
221 173 2 0
188 123 3 1
222 173 2 0
189 123 3 1
190 123 3 1
174 98 3 1
175 98 3 1
176 98 3 1
210 148 2 0
177 98 3 1
211 148 2 0
178 98 3 1
212 148 2 0
162 73 3 1
179 98 3 1
213 148 2 0
163 73 3 1
180 98 3 1
214 148 2 0
164 73 3 1
181 98 3 1
215 148 2 0
165 73 3 1
216 148 2 0
166 73 3 1
167 73 3 1
168 73 3 1
209 123 2 0
210 123 2 0
211 123 2 0
212 123 2 0
213 123 2 0
214 123 2 0
215 123 2 0
201 98 2 0
202 98 2 0
203 98 2 0
204 98 2 0
205 98 2 0
206 98 2 0
207 98 2 0
191 73 2 0
192 73 2 0
193 73 2 0
194 73 2 0
195 73 2 0
196 73 2 0
197 73 2 0
16 249 7 0
198 73 2 0
17 249 7 0
18 249 7 0
183 48 2 0
19 249 7 0
20 249 7 0
21 249 7 0
22 249 7 0
70 274 7 0
71 274 7 0
72 274 7 0
73 274 7 0
74 274 7 0
75 274 7 0
76 274 7 0
60 249 6 1
77 274 7 0
61 249 6 1
78 274 7 0
62 249 6 1
11 174 5 0
79 274 7 0
63 249 6 1
12 174 5 0
80 274 7 0
64 249 6 1
13 174 5 0
81 274 7 0
65 249 6 1
14 174 5 0
82 274 7 0
66 249 6 1
15 174 5 0
83 274 7 0
67 249 6 1
16 174 5 0
84 274 7 0
68 249 6 1
17 174 5 0
85 274 7 0
69 249 6 1
86 274 7 0
70 249 6 1
87 274 7 0
71 249 6 1
88 274 7 0
72 249 6 1
89 274 7 0
73 249 6 1
90 274 7 0
74 249 6 1
91 274 7 0
75 249 6 1
92 274 7 0
76 249 6 1
93 274 7 0
77 249 6 1
94 274 7 0
78 249 6 1
95 274 7 0
79 249 6 1
96 274 7 0
97 274 7 0
80 249 6 1
98 274 7 0
81 249 6 1
99 274 7 0
82 249 6 1
100 274 7 0
83 249 6 1
101 274 7 0
84 249 6 1
102 274 7 0
85 249 6 1
103 274 7 0
86 249 6 1
104 274 7 0
87 249 6 1
105 274 7 0
88 249 6 1
21 149 5 0
106 274 7 0
89 249 6 1
22 149 5 0
107 274 7 0
90 249 6 1
23 149 5 0
108 274 7 0
24 149 5 0
109 274 7 0
25 149 5 0
110 274 7 0
26 149 5 0
27 149 5 0
28 149 5 0
56 174 4 1
34 124 5 0
35 124 5 0
36 124 5 0
37 124 5 0
38 124 5 0
39 124 5 0
40 124 5 0
41 124 5 0
42 124 5 0
63 149 4 1
64 149 4 1
65 149 4 1
150 274 7 0
66 149 4 1
151 274 7 0
67 149 4 1
152 274 7 0
68 149 4 1
153 274 7 0
69 149 4 1
154 274 7 0
70 149 4 1
155 274 7 0
71 149 4 1
156 274 7 0
157 274 7 0
158 274 7 0
159 274 7 0
160 274 7 0
161 274 7 0
162 274 7 0
163 274 7 0
164 274 7 0
165 274 7 0
158 249 6 1
159 249 6 1
160 249 6 1
59 99 5 0
161 249 6 1
60 99 5 0
162 249 6 1
61 99 5 0
163 249 6 1
62 99 5 0
164 249 6 1
63 99 5 0
165 249 6 1
64 99 5 0
166 249 6 1
82 124 4 1
65 99 5 0
167 249 6 1
83 124 4 1
66 99 5 0
168 249 6 1
84 124 4 1
67 99 5 0
169 249 6 1
85 124 4 1
68 99 5 0
170 249 6 1
86 124 4 1
69 99 5 0
171 249 6 1
87 124 4 1
70 99 5 0
172 249 6 1
88 124 4 1
71 99 5 0
89 124 4 1
187 249 7 0
188 249 7 0
189 249 7 0
190 249 7 0
191 249 7 0
192 249 7 0
193 249 7 0
194 249 7 0
194 199 3 1
195 199 3 1
196 199 3 1
197 199 3 1
198 199 3 1
199 199 3 1
200 199 3 1
187 174 3 1
188 174 3 1
189 174 3 1
190 174 3 1
191 174 3 1
192 174 3 1
193 174 3 1
194 174 3 1
231 224 2 0
232 224 2 0
233 224 2 0
234 224 2 0
235 224 2 0
187 149 3 1
188 149 3 1
189 149 3 1
190 149 3 1
191 149 3 1
225 199 2 0
192 149 3 1
226 199 2 0
193 149 3 1
227 199 2 0
228 199 2 0
229 199 2 0
230 199 2 0
231 199 2 0
232 199 2 0
215 174 2 0
216 174 2 0
217 174 2 0
184 124 3 1
218 174 2 0
185 124 3 1
219 174 2 0
186 124 3 1
220 174 2 0
187 124 3 1
221 174 2 0
188 124 3 1
222 174 2 0
189 124 3 1
190 124 3 1
175 99 3 1
176 99 3 1
210 149 2 0
177 99 3 1
211 149 2 0
178 99 3 1
212 149 2 0
162 74 3 1
179 99 3 1
213 149 2 0
163 74 3 1
180 99 3 1
214 149 2 0
164 74 3 1
181 99 3 1
215 149 2 0
165 74 3 1
216 149 2 0
166 74 3 1
167 74 3 1
168 74 3 1
209 124 2 0
210 124 2 0
211 124 2 0
212 124 2 0
213 124 2 0
214 124 2 0
215 124 2 0
216 124 2 0
201 99 2 0
202 99 2 0
203 99 2 0
204 99 2 0
205 99 2 0
206 99 2 0
207 99 2 0
208 99 2 0
192 74 2 0
193 74 2 0
194 74 2 0
195 74 2 0
196 74 2 0
197 74 2 0
198 74 2 0
181 49 2 0
17 250 7 0
182 49 2 0
18 250 7 0
183 49 2 0
19 250 7 0
184 49 2 0
20 250 7 0
185 49 2 0
21 250 7 0
22 250 7 0
23 250 7 0
73 275 7 0
74 275 7 0
75 275 7 0
76 275 7 0
77 275 7 0
78 275 7 0
10 175 5 0
79 275 7 0
11 175 5 0
80 275 7 0
12 175 5 0
81 275 7 0
13 175 5 0
65 250 6 1
82 275 7 0
14 175 5 0
66 250 6 1
83 275 7 0
15 175 5 0
67 250 6 1
84 275 7 0
16 175 5 0
68 250 6 1
85 275 7 0
17 175 5 0
69 250 6 1
86 275 7 0
70 250 6 1
87 275 7 0
71 250 6 1
88 275 7 0
72 250 6 1
89 275 7 0
73 250 6 1
90 275 7 0
74 250 6 1
91 275 7 0
75 250 6 1
92 275 7 0
76 250 6 1
93 275 7 0
77 250 6 1
94 275 7 0
78 250 6 1
95 275 7 0
79 250 6 1
96 275 7 0
80 250 6 1
97 275 7 0
81 250 6 1
98 275 7 0
82 250 6 1
99 275 7 0
83 250 6 1
100 275 7 0
84 250 6 1
101 275 7 0
85 250 6 1
102 275 7 0
86 250 6 1
103 275 7 0
87 250 6 1
104 275 7 0
20 150 5 0
88 250 6 1
105 275 7 0
21 150 5 0
89 250 6 1
106 275 7 0
22 150 5 0
90 250 6 1
107 275 7 0
23 150 5 0
91 250 6 1
108 275 7 0
24 150 5 0
92 250 6 1
109 275 7 0
25 150 5 0
110 275 7 0
26 150 5 0
111 275 7 0
27 150 5 0
112 275 7 0
113 275 7 0
34 125 5 0
35 125 5 0
36 125 5 0
37 125 5 0
38 125 5 0
39 125 5 0
40 125 5 0
146 275 7 0
62 150 4 1
147 275 7 0
63 150 4 1
148 275 7 0
64 150 4 1
149 275 7 0
65 150 4 1
150 275 7 0
66 150 4 1
151 275 7 0
67 150 4 1
152 275 7 0
68 150 4 1
153 275 7 0
69 150 4 1
154 275 7 0
70 150 4 1
155 275 7 0
71 150 4 1
156 275 7 0
157 275 7 0
158 275 7 0
159 275 7 0
160 275 7 0
161 275 7 0
162 275 7 0
163 275 7 0
155 250 6 1
156 250 6 1
157 250 6 1
158 250 6 1
159 250 6 1
58 100 5 0
160 250 6 1
59 100 5 0
161 250 6 1
60 100 5 0
162 250 6 1
61 100 5 0
163 250 6 1
62 100 5 0
164 250 6 1
63 100 5 0
165 250 6 1
64 100 5 0
166 250 6 1
65 100 5 0
82 125 4 1
167 250 6 1
66 100 5 0
83 125 4 1
168 250 6 1
67 100 5 0
84 125 4 1
169 250 6 1
